section name,section type,size
.text.sha224_clone_wrap,text,4
.text.sha224_ctx_free,text,18
.text.sha224_ctx_alloc,text,22
.text.sha224_wrap,text,6
.text.sha256_wrap,text,6
.text.sha224_finish_wrap,text,4
.text.sha224_update_wrap,text,4
.text.sha224_starts_wrap,text,6
.text.sha256_starts_wrap,text,6
.text.sha384_process_wrap,text,4
.text.sha384_clone_wrap,text,4
.text.sha384_ctx_free,text,18
.text.sha384_ctx_alloc,text,22
.text.sha384_wrap,text,6
.text.sha512_wrap,text,6
.text.sha384_finish_wrap,text,4
.text.sha384_update_wrap,text,4
.text.sha384_starts_wrap,text,6
.text.sha512_starts_wrap,text,6
.rodata.mbedtls_md5_info,rodata,48
.rodata.mbedtls_ripemd160_info,rodata,48
.rodata.mbedtls_sha1_info,rodata,48
.rodata.mbedtls_sha224_info,rodata,48
.rodata.mbedtls_sha256_info,rodata,48
.rodata.mbedtls_sha384_info,rodata,48
.rodata.mbedtls_sha512_info,rodata,48
.text.net_would_block,text,52
.text.mbedtls_net_init,text,8
.text.mbedtls_net_connect,text,142
.text.mbedtls_net_bind,text,212
.text.mbedtls_net_accept,text,304
.text.mbedtls_net_set_block,text,30
.text.mbedtls_net_set_nonblock,text,30
.text.mbedtls_net_poll,text,224
.text.mbedtls_net_usleep,text,52
.text.mbedtls_net_recv,text,84
.text.mbedtls_net_recv_timeout,text,160
.text.mbedtls_net_send,text,84
.text.mbedtls_net_free,text,30
.text.oid_sig_alg_from_asn1,text,48
.text.mbedtls_oid_get_attr_short_name,text,52
.text.mbedtls_oid_get_x509_ext_type,text,52
.text.mbedtls_oid_get_extended_key_usage,text,52
.text.mbedtls_oid_get_sig_alg_desc,text,24
.text.mbedtls_oid_get_sig_alg,text,30
.text.mbedtls_oid_get_pk_alg,text,52
.text.mbedtls_oid_get_oid_by_pk_alg,text,40
.text.mbedtls_oid_get_ec_grp,text,52
.text.mbedtls_oid_get_oid_by_ec_grp,text,40
.text.mbedtls_oid_get_cipher_alg,text,52
.text.mbedtls_oid_get_md_alg,text,52
.text.mbedtls_oid_get_oid_by_md,text,40
.text.mbedtls_oid_get_md_hmac,text,52
.text.mbedtls_oid_get_pkcs12_pbe_alg,text,56
.rodata.oid_cipher_alg,rodata,60
.rodata.oid_ecp_grp,rodata,240
.rodata.oid_ext_key_usage,rodata,112
.rodata.oid_md_alg,rodata,140
.rodata.oid_md_hmac,rodata,120
.rodata.oid_pk_alg,rodata,80
.rodata.oid_pkcs12_pbe_alg,rodata,60
.rodata.oid_sig_alg,rodata,280
.rodata.oid_x509_ext,rodata,120
.rodata.oid_x520_attr_type,rodata,400
.text.pem_get_iv,text,92
.text.pem_pbkdf1,text,210
.text.pem_des3_decrypt,text,88
.text.pem_aes_decrypt,text,94
.text.mbedtls_pem_init,text,8
.text.mbedtls_pem_read_buffer,text,844
.text.mbedtls_pem_free,text,38
.rodata.mbedtls_pem_read_buffer.str1.1,rodata,150
.text.mbedtls_pk_init,text,10
.text.mbedtls_pk_free,text,30
.text.mbedtls_pk_info_from_type,text,24
.text.mbedtls_pk_setup,text,44
.text.mbedtls_pk_can_do,text,16
.text.mbedtls_pk_verify_restartable,text,84
.text.mbedtls_pk_verify,text,22
.text.mbedtls_pk_sign_restartable,text,96
.text.mbedtls_pk_encrypt,text,44
.text.mbedtls_pk_get_bitlen,text,16
.text.mbedtls_pk_verify_ext,text,184
.text.mbedtls_pk_debug,text,36
.text.mbedtls_pk_get_name,text,20
.text.mbedtls_pk_get_type,text,10
.rodata.CSWTCH.8,rodata,16
.rodata.mbedtls_pk_get_name.str1.1,rodata,11
.text.rsa_can_do,text,12
.text.rsa_debug,text,36
.text.eckey_can_do,text,12
.text.eckey_get_bitlen,text,4
.text.eckey_debug,text,20
.text.eckeydh_can_do,text,12
.text.ecdsa_can_do,text,8
.text.rsa_free_wrap,text,18
.text.rsa_alloc_wrap,text,26
.text.rsa_check_pair_wrap,text,4
.text.rsa_get_bitlen,text,10
.text.rsa_encrypt_wrap,text,68
.text.rsa_decrypt_wrap,text,68
.text.rsa_sign_wrap,text,54
.text.rsa_verify_wrap,text,76
.text.eckey_free_wrap,text,18
.text.eckey_alloc_wrap,text,22
.text.eckey_check_pair,text,4
.text.ecdsa_alloc_wrap,text,22
.text.ecdsa_free_wrap,text,18
.text.ecdsa_sign_wrap,text,4
.text.eckey_sign_wrap,text,72
.text.ecdsa_verify_wrap,text,32
.text.eckey_verify_wrap,text,64
.rodata.eckey_debug.str1.1,rodata,8
.rodata.mbedtls_ecdsa_info,rodata,48
.rodata.mbedtls_eckey_info,rodata,48
.rodata.mbedtls_eckeydh_info,rodata,48
.rodata.mbedtls_rsa_info,rodata,48
.rodata.rsa_debug.str1.1,rodata,12
.text.mbedtls_pkcs12_derivation,text,488
.text.pkcs12_pbe_derive_key_iv,text,236
.text.mbedtls_pkcs12_pbe_sha1_rc4_128,text,96
.text.mbedtls_pkcs12_pbe,text,212
.text.mbedtls_pkcs5_pbkdf2_hmac,text,232
.text.mbedtls_pkcs5_pbes2,text,500
.rodata.mbedtls_pkcs5_pbes2.str1.1,rodata,10
.text.pk_get_rsapubkey,text,192
.text.pk_use_ecparams,text,736
.text.pk_parse_key_pkcs1_der,text,492
.text.pk_parse_key_sec1_der,text,400
.text.pk_get_pk_alg,text,84
.text.pk_parse_key_pkcs8_unencrypted_der,text,216
.text.pk_parse_key_pkcs8_encrypted_der,text,272
.text.mbedtls_pk_load_file,text,156
.text.mbedtls_pk_parse_subpubkey,text,248
.text.mbedtls_pk_parse_key,text,576
.text.mbedtls_pk_parse_keyfile,text,78
.rodata.mbedtls_pk_load_file.str1.1,rodata,12
.rodata.mbedtls_pk_parse_key.str1.1,rodata,250
.rodata.pk_parse_key_pkcs8_encrypted_der.str1.1,rodata,21
.rodata.pk_use_ecparams.str1.1,rodata,8
.text.pk_write_ec_pubkey,text,72
.text.pk_write_ec_param.isra.2,text,34
.text.mbedtls_pk_write_pubkey,text,200
.text.mbedtls_pk_write_pubkey_der,text,210
.text.platform_snprintf_uninit,text,8
.text.platform_calloc_uninit,text,22
.text.platform_free_uninit,text,4
.text.mbedtls_calloc,text,12
.text.mbedtls_free,text,12
.text.mbedtls_platform_set_calloc_free,text,20
.text.mbedtls_platform_zeroize,text,16
.text.poly1305_process,text,798
.text.mbedtls_poly1305_init,text,10
.text.mbedtls_poly1305_free,text,4
.text.mbedtls_poly1305_starts,text,240
.text.mbedtls_poly1305_update,text,134
.text.mbedtls_poly1305_finish,text,382
.text.mbedtls_ripemd160_init,text,8
.text.mbedtls_ripemd160_free,text,10
.text.mbedtls_ripemd160_clone,text,10
.text.mbedtls_ripemd160_starts_ret,text,52
.text.mbedtls_internal_ripemd160_process,text,4596
.text.mbedtls_ripemd160_update_ret.part.0,text,120
.text.mbedtls_ripemd160_update_ret,text,10
.text.mbedtls_ripemd160_finish_ret,text,208
.text.mbedtls_ripemd160_ret,text,62
.rodata.ripemd160_padding,rodata,64
.text.mgf_mask,text,174
.text.rsa_rsassa_pkcs1_v15_encode,text,280
.text.rsa_check_context.isra.0,text,184
.text.mbedtls_rsa_import_raw,text,130
.text.mbedtls_rsa_complete,text,372
.text.mbedtls_rsa_export,text,212
.text.mbedtls_rsa_init,text,20
.text.mbedtls_rsa_get_len,text,4
.text.mbedtls_rsa_check_pubkey,text,72
.text.mbedtls_rsa_check_privkey,text,108
.text.mbedtls_rsa_check_pub_priv,text,56
.text.mbedtls_rsa_public,text,124
.text.mbedtls_rsa_private,text,888
.text.mbedtls_rsa_rsaes_oaep_encrypt,text,296
.text.mbedtls_rsa_rsaes_pkcs1_v15_encrypt,text,228
.text.mbedtls_rsa_pkcs1_encrypt,text,60
.text.mbedtls_rsa_rsaes_oaep_decrypt,text,416
.text.mbedtls_rsa_rsaes_pkcs1_v15_decrypt,text,412
.text.mbedtls_rsa_pkcs1_decrypt,text,64
.text.mbedtls_rsa_rsassa_pss_sign,text,412
.text.mbedtls_rsa_rsassa_pkcs1_v15_sign,text,204
.text.mbedtls_rsa_pkcs1_sign,text,44
.text.mbedtls_rsa_rsassa_pss_verify_ext,text,432
.text.mbedtls_rsa_rsassa_pss_verify,text,50
.text.mbedtls_rsa_rsassa_pkcs1_v15_verify,text,200
.text.mbedtls_rsa_pkcs1_verify,text,44
.text.mbedtls_rsa_free,text,110
.text.mbedtls_rsa_deduce_primes,text,480
.text.mbedtls_rsa_deduce_private_exponent,text,188
.text.mbedtls_rsa_validate_crt,text,268
.text.mbedtls_rsa_validate_params,text,432
.text.mbedtls_rsa_deduce_crt,text,132
.text.mbedtls_sha1_init,text,8
.text.mbedtls_sha1_free,text,10
.text.mbedtls_sha1_clone,text,10
.text.mbedtls_sha1_starts_ret,text,52
.text.mbedtls_internal_sha1_process,text,3944
.text.mbedtls_sha1_update_ret.part.0,text,120
.text.mbedtls_sha1_update_ret,text,10
.text.mbedtls_sha1_finish_ret,text,232
.text.mbedtls_sha1_ret,text,62
.text.mbedtls_sha512_init,text,8
.text.mbedtls_sha512_free,text,10
.text.mbedtls_sha512_clone,text,10
.text.mbedtls_sha512_starts_ret,text,312
.text.mbedtls_internal_sha512_process,text,3320
.text.mbedtls_sha512_update_ret.part.0,text,160
.text.mbedtls_sha512_update_ret,text,10
.text.mbedtls_sha512_finish_ret,text,800
.text.mbedtls_sha512_ret,text,66
.text.mbedtls_ssl_ciphersuite_from_id,text,32
.text.mbedtls_ssl_list_ciphersuites,text,76
.text.mbedtls_ssl_get_ciphersuite_name,text,20
.text.mbedtls_ssl_get_ciphersuite_sig_pk_alg,text,44
.text.mbedtls_ssl_ciphersuite_uses_ec,text,28
.text.mbedtls_ssl_ciphersuite_uses_psk,text,14
.rodata.ciphersuite_definitions,rodata,4736
.rodata.ciphersuite_preference,rodata,832
.rodata.mbedtls_ssl_get_ciphersuite_name.str1.1,rodata,28
.text.mbedtls_ssl_own_key,text,24
.text.ssl_write_encrypted_pms,text,336
.text.mbedtls_ssl_hs_hdr_len.isra.3,text,16
.text.ssl_validate_ciphersuite.isra.4.part.5,text,42
.text.ssl_check_server_ecdh_params,text,136
.text.ssl_write_client_hello,text,2784
.text.mbedtls_ssl_handshake_client_step,text,8032
.rodata.mbedtls_ssl_handshake_client_step.str1.1,rodata,3342
.rodata.ssl_check_server_ecdh_params.str1.1,rodata,24
.rodata.ssl_write_client_hello.str1.1,rodata,1192
.rodata.ssl_write_encrypted_pms.str1.1,rodata,165
.text.mbedtls_ssl_safer_memcmp,text,40
.text.ssl_get_current_mtu,text,48
.text.ssl_get_remaining_space_in_datagram,text,40
.text.ssl_calc_finished_tls_sha256,text,216
.text.ssl_calc_verify_tls_sha256,text,124
.text.tls_prf_generic,text,280
.text.tls_prf_sha256,text,32
.text.tls_prf_sha384,text,32
.text.tls1_prf,text,480
.text.ssl_calc_finished_tls_sha384,text,216
.text.ssl_calc_verify_tls_sha384,text,124
.text.ssl_calc_finished_tls,text,280
.text.ssl_calc_verify_tls,text,156
.text.ssl_flight_free,text,26
.text.ssl_append_key_cert,text,60
.text.ssl_update_checksum_sha256,text,10
.text.ssl_update_checksum_sha384,text,10
.text.ssl_update_checksum_md5sha1,text,36
.text.ssl_update_checksum_start,text,64
.text.mbedtls_ssl_hdr_len.isra.1,text,16
.text.ssl_update_out_pointers,text,80
.text.ssl_update_in_pointers,text,64
.text.ssl_reset_in_out_pointers,text,52
.text.ssl_set_timer,text,56
.text.ssl_check_timer,text,52
.text.ssl_swap_epochs,text,136
.text.ssl_free_buffered_record.isra.13,text,38
.text.ssl_buffering_free_slot.isra.14,text,68
.text.ssl_buffering_free,text,30
.text.ssl_hs_is_proper_fragment,text,56
.text.mbedtls_ssl_derive_keys,text,1448
.text.mbedtls_ssl_psk_derive_premaster,text,392
.text.mbedtls_ssl_flush_output,text,292
.text.mbedtls_ssl_recv_flight_completed,text,86
.text.mbedtls_ssl_send_flight_completed,text,88
.text.mbedtls_ssl_update_handshake_status,text,104
.text.mbedtls_ssl_dtls_replay_check,text,188
.text.mbedtls_ssl_dtls_replay_update,text,240
.text.mbedtls_ssl_optimize_checksum,text,40
.text.mbedtls_ssl_reset_checksum,text,52
.text.mbedtls_ssl_session_init,text,8
.text.mbedtls_ssl_init,text,10
.text.mbedtls_ssl_set_datagram_packing,text,12
.text.mbedtls_ssl_conf_handshake_timeout,text,6
.text.mbedtls_ssl_conf_authmode,text,14
.text.mbedtls_ssl_conf_verify,text,6
.text.mbedtls_ssl_conf_rng,text,6
.text.mbedtls_ssl_conf_dbg,text,6
.text.mbedtls_ssl_set_bio,text,12
.text.mbedtls_ssl_set_mtu,text,6
.text.mbedtls_ssl_conf_read_timeout,text,6
.text.mbedtls_ssl_set_timer_cb,text,18
.text.mbedtls_ssl_conf_ciphersuites,text,10
.text.mbedtls_ssl_conf_cert_profile,text,4
.text.mbedtls_ssl_conf_own_cert,text,6
.text.mbedtls_ssl_conf_ca_chain,text,6
.text.mbedtls_ssl_conf_psk,text,180
.text.mbedtls_ssl_set_hostname,text,108
.text.mbedtls_ssl_conf_max_version,text,10
.text.mbedtls_ssl_conf_min_version,text,10
.text.mbedtls_ssl_conf_arc4_support,text,14
.text.mbedtls_ssl_conf_max_frag_len,text,52
.text.mbedtls_ssl_conf_renegotiation,text,14
.text.mbedtls_ssl_conf_session_tickets,text,14
.text.mbedtls_ssl_get_bytes_avail,text,12
.text.mbedtls_ssl_get_verify_result,text,20
.text.mbedtls_ssl_get_ciphersuite,text,16
.text.mbedtls_ssl_get_record_expansion,text,108
.text.mbedtls_ssl_get_max_frag_len,text,96
.text.ssl_get_remaining_payload_in_datagram,text,74
.text.mbedtls_ssl_get_max_out_record_payload,text,92
.text.mbedtls_ssl_get_peer_cert,text,10
.text.mbedtls_ssl_handshake_step,text,36
.text.mbedtls_ssl_handshake,text,132
.text.mbedtls_ssl_transform_free,text,50
.text.mbedtls_ssl_handshake_free,text,140
.text.ssl_handshake_wrapup_free_hs_transform,text,92
.text.mbedtls_ssl_session_free,text,40
.text.mbedtls_ssl_handshake_wrapup,text,208
.text.ssl_session_copy,text,112
.text.mbedtls_ssl_set_session,text,48
.text.mbedtls_ssl_get_session,text,36
.text.ssl_handshake_init,text,368
.text.mbedtls_ssl_setup,text,168
.text.ssl_start_renegotiation,text,148
.text.mbedtls_ssl_renegotiate,text,100
.text.ssl_check_ctr_renegotiate,text,128
.text.mbedtls_ssl_free,text,212
.text.mbedtls_ssl_config_init,text,8
.text.mbedtls_ssl_config_defaults,text,232
.text.mbedtls_ssl_config_free,text,96
.text.mbedtls_ssl_sig_from_pk,text,34
.text.mbedtls_ssl_pk_alg_from_sig,text,14
.text.mbedtls_ssl_md_alg_from_hash,text,20
.text.mbedtls_ssl_hash_from_md_alg,text,20
.text.mbedtls_ssl_check_curve,text,28
.text.mbedtls_ssl_check_sig_hash,text,28
.text.mbedtls_ssl_check_cert_usage,text,128
.text.mbedtls_ssl_write_version,text,30
.text.mbedtls_ssl_write_record,text,1852
.text.mbedtls_ssl_flight_transmit,text,624
.text.mbedtls_ssl_resend,text,68
.text.mbedtls_ssl_fetch_input,text,932
.text.mbedtls_ssl_prepare_handshake_record,text,488
.text.mbedtls_ssl_handle_message_type,text,384
.text.mbedtls_ssl_write_handshake_msg,text,716
.text.mbedtls_ssl_write_certificate,text,404
.text.mbedtls_ssl_write_change_cipher_spec,text,112
.text.mbedtls_ssl_write_finished,text,408
.text.mbedtls_ssl_send_alert_message,text,164
.text.mbedtls_ssl_close_notify,text,136
.text.mbedtls_ssl_write,text,316
.text.mbedtls_ssl_read_version,text,38
.text.mbedtls_ssl_read_record,text,5160
.text.mbedtls_ssl_parse_certificate,text,1132
.text.mbedtls_ssl_parse_change_cipher_spec,text,260
.text.mbedtls_ssl_parse_finished,text,328
.text.mbedtls_ssl_read,text,760
.text.mbedtls_ssl_get_key_exchange_md_ssl_tls,text,304
.text.mbedtls_ssl_get_key_exchange_md_tls1_2,text,224
.rodata.CSWTCH.253,rodata,6
.rodata.CSWTCH.255,rodata,6
.rodata.CSWTCH.95,rodata,8
.rodata.mbedtls_ssl_check_cert_usage.str1.1,rodata,18
.rodata.mbedtls_ssl_close_notify.str1.1,rodata,75
.rodata.mbedtls_ssl_derive_keys.str1.1,rodata,385
.rodata.mbedtls_ssl_fetch_input.str1.1,rodata,339
.rodata.mbedtls_ssl_flight_transmit.str1.1,rodata,195
.rodata.mbedtls_ssl_flush_output.str1.1,rodata,191
.rodata.mbedtls_ssl_free.str1.1,rodata,16
.rodata.mbedtls_ssl_get_key_exchange_md_ssl_tls.str1.1,rodata,141
.rodata.mbedtls_ssl_get_key_exchange_md_tls1_2.str1.1,rodata,54
.rodata.mbedtls_ssl_get_max_out_record_payload.str1.1,rodata,33
.rodata.mbedtls_ssl_handle_message_type.str1.1,rodata,319
.rodata.mbedtls_ssl_handshake.str1.1,rodata,44
.rodata.mbedtls_ssl_handshake_wrapup.str1.1,rodata,105
.rodata.mbedtls_ssl_parse_certificate.str1.1,rodata,394
.rodata.mbedtls_ssl_parse_change_cipher_spec.str1.1,rodata,136
.rodata.mbedtls_ssl_parse_finished.str1.1,rodata,57
.rodata.mbedtls_ssl_prepare_handshake_record.str1.1,rodata,399
.rodata.mbedtls_ssl_psk_derive_premaster.str1.1,rodata,65
.rodata.mbedtls_ssl_read.str1.1,rodata,236
.rodata.mbedtls_ssl_read_record.str1.1,rodata,2795
.rodata.mbedtls_ssl_renegotiate.str1.1,rodata,24
.rodata.mbedtls_ssl_resend.str1.1,rodata,44
.rodata.mbedtls_ssl_send_alert_message.str1.1,rodata,75
.rodata.mbedtls_ssl_send_flight_completed.str1.1,rodata,37
.rodata.mbedtls_ssl_setup.str1.1,rodata,23
.rodata.mbedtls_ssl_write.str1.1,rodata,154
.rodata.mbedtls_ssl_write_certificate.str1.1,rodata,147
.rodata.mbedtls_ssl_write_change_cipher_spec.str1.1,rodata,56
.rodata.mbedtls_ssl_write_finished.str1.1,rodata,108
.rodata.mbedtls_ssl_write_handshake_msg.str1.1,rodata,237
.rodata.mbedtls_ssl_write_record.str1.1,rodata,724
.rodata.ssl_calc_finished_tls.str1.1,rodata,62
.rodata.ssl_calc_finished_tls_sha256.str1.1,rodata,167
.rodata.ssl_calc_finished_tls_sha384.str1.1,rodata,51
.rodata.ssl_calc_verify_tls.str1.1,rodata,19
.rodata.ssl_calc_verify_tls_sha256.str1.1,rodata,62
.rodata.ssl_calc_verify_tls_sha384.str1.1,rodata,22
.rodata.ssl_check_ctr_renegotiate.str1.1,rodata,42
.rodata.ssl_check_timer.str1.1,rodata,14
.rodata.ssl_handshake_init.str1.1,rodata,35
.rodata.ssl_handshake_wrapup_free_hs_transform.str1.1,rodata,64
.rodata.ssl_set_timer.str1.1,rodata,19
.rodata.ssl_start_renegotiation.str1.1,rodata,52
.rodata.ssl_swap_epochs.str1.1,rodata,17
.text.mbedtls_timing_get_timer.part.0,text,54
.text.mbedtls_timing_hardclock,text,76
.text.mbedtls_timing_set_delay,text,14
.text.mbedtls_timing_get_delay,text,40
.text.mbedtls_version_get_number,text,8
.text.x509_parse_int,text,64
.text.mbedtls_x509_get_serial,text,80
.text.mbedtls_x509_get_alg_null,text,14
.text.mbedtls_x509_get_alg,text,14
.text.mbedtls_x509_get_rsassa_pss_params,text,484
.text.mbedtls_x509_get_name,text,248
.text.mbedtls_x509_get_time,text,380
.text.mbedtls_x509_get_sig,text,60
.text.mbedtls_x509_get_sig_alg,text,128
.text.mbedtls_x509_get_ext,text,84
.text.mbedtls_x509_dn_gets,text,256
.text.mbedtls_x509_serial_gets,text,164
.text.mbedtls_x509_sig_alg_gets,text,208
.text.mbedtls_x509_key_size_helper,text,40
.text.mbedtls_x509_time_is_past,text,4
.text.mbedtls_x509_time_is_future,text,4
.rodata.mbedtls_x509_dn_gets.str1.1,rodata,12
.rodata.mbedtls_x509_get_rsassa_pss_params.str1.1,rodata,10
.rodata.mbedtls_x509_key_size_helper.str1.1,rodata,12
.rodata.mbedtls_x509_serial_gets.str1.1,rodata,7
.rodata.mbedtls_x509_sig_alg_gets.str1.1,rodata,23
.text.mbedtls_x509_crl_init,text,8
.text.mbedtls_x509_crl_free,text,122
.text.mbedtls_x509_crl_parse_der,text,1008
.text.mbedtls_x509_crl_parse,text,180
.text.mbedtls_x509_crl_parse_file,text,50
.rodata.mbedtls_x509_crl_parse.str1.1,rodata,48
.text.x509_memcasecmp,text,48
.text.x509_name_cmp,text,162
.text.x509_crt_check_cn,text,100
.text.x509_profile_check_pk_alg.isra.2,text,30
.text.unlikely.x509_get_uid,text,54
.text.x509_profile_check_key,text,82
.text.mbedtls_x509_crt_parse_path,text,4
.text.mbedtls_x509_crt_info,text,1728
.text.mbedtls_x509_crt_verify_info,text,140
.text.mbedtls_x509_crt_check_key_usage,text,60
.text.mbedtls_x509_crt_check_extended_key_usage,text,84
.text.mbedtls_x509_crt_is_revoked,text,58
.text.mbedtls_x509_crt_verify_restartable,text,1124
.text.mbedtls_x509_crt_verify,text,36
.text.mbedtls_x509_crt_verify_with_profile,text,32
.text.mbedtls_x509_crt_init,text,10
.text.mbedtls_x509_crt_free,text,186
.text.mbedtls_x509_crt_parse_der,text,1592
.text.mbedtls_x509_crt_parse,text,228
.text.mbedtls_x509_crt_parse_file,text,50
.rodata.mbedtls_x509_crt_info.str1.1,rodata,688
.rodata.mbedtls_x509_crt_parse.str1.1,rodata,54
.rodata.mbedtls_x509_crt_profile_default,rodata,16
.rodata.mbedtls_x509_crt_profile_suiteb,rodata,16
.rodata.mbedtls_x509_crt_verify_info.str1.1,rodata,43
.rodata.mbedtls_x509_crt_verify_restartable.str1.1,rodata,4
.rodata.x509_crt_verify_strings,rodata,168
.text._findCharset,text,24
.text._charByteCount,text,84
.text.mlInit,text,40
.text.mlAddCharset,text,16
.text.mlConvertStr,text,186
.text.mlGetUnicode,text,44
.text.mlGetOEM,text,38
.text._readChar,text,494
.text._writeChar,text,454
.text.mlAddCP936,text,12
.rodata.ML_GB2312ToUnicode0,rodata,188
.rodata.ML_GB2312ToUnicode1,rodata,100
.rodata.ML_GB2312ToUnicode10,rodata,66
.rodata.ML_GB2312ToUnicode11,rodata,52
.rodata.ML_GB2312ToUnicode12,rodata,74
.rodata.ML_GB2312ToUnicode13,rodata,152
.rodata.ML_GB2312ToUnicode14,rodata,188
.rodata.ML_GB2312ToUnicode15,rodata,188
.rodata.ML_GB2312ToUnicode16,rodata,188
.rodata.ML_GB2312ToUnicode17,rodata,188
.rodata.ML_GB2312ToUnicode18,rodata,188
.rodata.ML_GB2312ToUnicode19,rodata,188
.rodata.ML_GB2312ToUnicode2,rodata,20
.rodata.ML_GB2312ToUnicode20,rodata,188
.rodata.ML_GB2312ToUnicode21,rodata,188
.rodata.ML_GB2312ToUnicode22,rodata,188
.rodata.ML_GB2312ToUnicode23,rodata,188
.rodata.ML_GB2312ToUnicode24,rodata,188
.rodata.ML_GB2312ToUnicode25,rodata,188
.rodata.ML_GB2312ToUnicode26,rodata,188
.rodata.ML_GB2312ToUnicode27,rodata,188
.rodata.ML_GB2312ToUnicode28,rodata,188
.rodata.ML_GB2312ToUnicode29,rodata,188
.rodata.ML_GB2312ToUnicode3,rodata,24
.rodata.ML_GB2312ToUnicode30,rodata,188
.rodata.ML_GB2312ToUnicode31,rodata,188
.rodata.ML_GB2312ToUnicode32,rodata,188
.rodata.ML_GB2312ToUnicode33,rodata,188
.rodata.ML_GB2312ToUnicode34,rodata,188
.rodata.ML_GB2312ToUnicode35,rodata,188
.rodata.ML_GB2312ToUnicode36,rodata,188
.rodata.ML_GB2312ToUnicode37,rodata,188
.rodata.ML_GB2312ToUnicode38,rodata,188
.rodata.ML_GB2312ToUnicode39,rodata,188
.rodata.ML_GB2312ToUnicode4,rodata,188
.rodata.ML_GB2312ToUnicode40,rodata,188
.rodata.ML_GB2312ToUnicode41,rodata,188
.rodata.ML_GB2312ToUnicode42,rodata,188
.rodata.ML_GB2312ToUnicode43,rodata,188
.rodata.ML_GB2312ToUnicode44,rodata,188
.rodata.ML_GB2312ToUnicode45,rodata,188
.rodata.ML_GB2312ToUnicode46,rodata,188
.rodata.ML_GB2312ToUnicode47,rodata,188
.rodata.ML_GB2312ToUnicode48,rodata,188
.rodata.ML_GB2312ToUnicode49,rodata,188
.rodata.ML_GB2312ToUnicode5,rodata,166
.rodata.ML_GB2312ToUnicode50,rodata,188
.rodata.ML_GB2312ToUnicode51,rodata,188
.rodata.ML_GB2312ToUnicode52,rodata,188
.rodata.ML_GB2312ToUnicode53,rodata,178
.rodata.ML_GB2312ToUnicode54,rodata,188
.rodata.ML_GB2312ToUnicode55,rodata,188
.rodata.ML_GB2312ToUnicode56,rodata,188
.rodata.ML_GB2312ToUnicode57,rodata,188
.rodata.ML_GB2312ToUnicode58,rodata,188
.rodata.ML_GB2312ToUnicode59,rodata,188
.rodata.ML_GB2312ToUnicode6,rodata,172
.rodata.ML_GB2312ToUnicode60,rodata,188
.rodata.ML_GB2312ToUnicode61,rodata,188
.rodata.ML_GB2312ToUnicode62,rodata,188
.rodata.ML_GB2312ToUnicode63,rodata,188
.rodata.ML_GB2312ToUnicode64,rodata,188
.rodata.ML_GB2312ToUnicode65,rodata,188
.rodata.ML_GB2312ToUnicode66,rodata,188
.rodata.ML_GB2312ToUnicode67,rodata,188
.rodata.ML_GB2312ToUnicode68,rodata,188
.rodata.ML_GB2312ToUnicode69,rodata,188
.rodata.ML_GB2312ToUnicode7,rodata,48
.rodata.ML_GB2312ToUnicode70,rodata,188
.rodata.ML_GB2312ToUnicode71,rodata,188
.rodata.ML_GB2312ToUnicode72,rodata,188
.rodata.ML_GB2312ToUnicode73,rodata,188
.rodata.ML_GB2312ToUnicode74,rodata,188
.rodata.ML_GB2312ToUnicode75,rodata,188
.rodata.ML_GB2312ToUnicode76,rodata,188
.rodata.ML_GB2312ToUnicode77,rodata,188
.rodata.ML_GB2312ToUnicode78,rodata,188
.rodata.ML_GB2312ToUnicode79,rodata,188
.rodata.ML_GB2312ToUnicode8,rodata,48
.rodata.ML_GB2312ToUnicode80,rodata,188
.rodata.ML_GB2312ToUnicode81,rodata,188
.rodata.ML_GB2312ToUnicode82,rodata,188
.rodata.ML_GB2312ToUnicode83,rodata,188
.rodata.ML_GB2312ToUnicode84,rodata,188
.rodata.ML_GB2312ToUnicode85,rodata,186
.rodata.ML_GB2312ToUnicode9,rodata,66
.rodata.gb2312_array,rodata,1032
.text.mlAddGsm,text,12
.rodata.gsmBasic,rodata,256
.rodata.gsmExt,rodata,44
.text.mlAddIso8859_1,text,12
.text._readBE,text,10
.text._readLE,text,10
.text._writeBE,text,8
.text._writeLE,text,8
.text._readCharBE,text,12
.text._readCharLE,text,12
.text._writeCharBE,text,12
.text._writeCharLE,text,12
.text.mlAddUtf16be,text,12
.text.mlAddUtf16le,text,12
.text.mlAddUtf8,text,12
.text.pb_field_iter_begin,text,34
.text.pb_field_iter_next,text,122
.text.pb_field_iter_find,text,46
.text.buf_read,text,30
.text.pb_readbyte,text,64
.text.pb_decode_varint32_eof,text,152
.text.pb_field_set_to_default,text,190
.text.pb_message_set_to_defaults,text,34
.text.pb_read,text,120
.text.pb_istream_from_buffer,text,20
.text.pb_decode_varint32,text,6
.text.pb_dec_fixed_length_bytes,text,88
.text.pb_dec_string,text,100
.text.pb_dec_bytes,text,88
.text.pb_decode_varint,text,108
.text.pb_dec_uvarint,text,128
.text.pb_dec_varint,text,112
.text.pb_decode_tag,text,52
.text.pb_skip_field,text,92
.text.pb_make_string_substream,text,64
.text.pb_close_string_substream,text,36
.text.decode_field,text,516
.text.pb_decode_noinit,text,536
.text.pb_decode,text,30
.text.pb_dec_submessage,text,132
.text.pb_decode_svarint,text,62
