Setting Name,Uiorder,MVNO Type,MVNO Value,MCC,MNC,Account Type,APN,Access Type,Access Option,Proxy Server IP,Port,User Name,Password,First DNS,Second DNS,Home Page,Auth Type,Reserved,Visible,Roaming,roaming_protocol
Tata DoCoMo Internet,5,,,405,40,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,40,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,41,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,41,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,41,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,42,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,42,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,42,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,43,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,43,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,43,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,44,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,44,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,44,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,45,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,45,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,45,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,46,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,46,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,46,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Tata DoCoMo Internet,5,,,405,47,0,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo Internet,5,,,405,47,7,TATA.DOCOMO.INTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Tata DoCoMo MMS,5,,,405,47,1,TATA.DOCOMO.MMS,1,0,10.124.26.94,8799,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Airtel Internet,5,,,405,51,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,405,51,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,405,51,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Airtel Internet,5,,,405,52,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,405,52,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,405,52,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Airtel Internet,5,,,405,53,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,405,53,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,405,53,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Airtel Internet,5,,,405,54,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,405,54,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,405,54,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Airtel Internet,5,,,405,55,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,405,55,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,405,55,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Airtel Internet,5,,,405,56,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,405,56,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,405,56,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Vodafone,5,,,405,66,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,66,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,66,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,66,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,66,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,67,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,67,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,67,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,67,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,67,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,405,70,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,405,70,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular MMS,5,,,405,70,1,mmsc,1,0,10.4.42.15,8080,,,0.0.0.0,0.0.0.0,http://10.4.42.21:8002/,0,0,TRUE,FALSE,0
Vodafone,5,,,405,750,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,750,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,750,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,750,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,750,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,751,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,751,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,751,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,751,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,751,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,752,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,752,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,752,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,752,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,752,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,753,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,753,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,753,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,753,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,753,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,754,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,754,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,754,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,754,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,754,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,755,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,755,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,755,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,755,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,755,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone,5,,,405,756,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,405,756,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,756,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,756,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,405,756,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,405,799,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,405,799,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular MMS,5,,,405,799,1,mmsc,1,0,10.4.42.15,8080,,,0.0.0.0,0.0.0.0,http://10.4.42.21:8002/,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,800,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,800,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,800,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,801,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,801,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,801,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,802,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,802,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,802,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,803,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,803,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,803,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,804,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,804,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,804,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,805,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,805,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,805,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,806,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,806,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,806,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,807,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,807,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,807,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,808,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,808,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,808,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,809,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,809,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,809,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,810,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,810,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,810,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,811,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,811,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,811,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Aircel Internet,5,,,405,812,0,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel Internet,5,,,405,812,7,aircelgprs,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Aircel MMS,5,,,405,812,1,aircelmms,1,0,219.168.35.196,8081,,,0.0.0.0,0.0.0.0,http://mmsc/mmsrelay.app,0,0,TRUE,FALSE,0
Uninor,5,,,405,813,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,813,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,813,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,814,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,814,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,814,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,815,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,815,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,815,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,816,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,816,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,816,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,817,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,817,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,817,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,818,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,818,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,818,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,819,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,819,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,819,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,820,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,820,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,820,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,821,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,821,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,821,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,822,0,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,822,7,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Uninor,5,,,405,822,1,Uninor,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,823,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,823,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,823,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,824,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,824,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,824,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,825,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,825,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,825,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,826,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,826,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,826,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,827,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,827,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,827,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,828,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,828,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,828,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,829,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,829,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,829,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
Videocon Internet,5,,,405,830,0,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon Internet,5,,,405,830,7,vinternet.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Videocon MMS,5,,,405,830,1,vinternet.com,1,0,10.202.5.145,8799,,,0.0.0.0,0.0.0.0,http://10.202.4.119:10021/mmsc,0,0,TRUE,FALSE,0
